numbers,volatile acidity,fixed acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcoho,quality
632,0.41,7.6,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6
633,0.935,10.1,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4
634,0.35,7.9,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5
635,0.84,8.7,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5
636,0.88,9.6,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5
637,0.885,9.5,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5
638,0.915,7.7,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7
639,0.29,8.9,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6
640,0.54,9.9,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
641,0.59,9.5,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5
642,0.54,9.9,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
643,0.59,9.5,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5
644,0.54,9.9,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
645,0.64,7.8,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7
646,0.67,7.3,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5
647,0.845,8.3,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4
648,0.48,8.7,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7
649,0.42,6.7,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6
650,0.43,10.7,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5
651,0.88,9.8,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5
652,0.36,15.9,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5
653,0.33,9.4,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6
654,0.47,8.6,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5
655,0.55,9.7,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5
656,0.43,10.7,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5
657,0.5,12,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7
658,0.52,7.2,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
659,0.84,7.1,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4
660,0.52,7.2,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
661,0.42,7.5,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5
662,0.57,7.2,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6
663,0.28,10.1,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6
664,0.4,12.1,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5
665,0.59,9.4,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5
666,0.49,8.3,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6
667,0.34,11.3,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
668,0.73,10,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5
669,0.34,11.3,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
670,0.4,6.9,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5
671,0.73,8.2,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5
672,1.24,9.8,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5
673,0.73,8.2,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5
674,0.4,10.8,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
675,0.41,9.3,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5
676,0.4,10.8,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
677,0.8,8.6,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5
678,0.78,8.3,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5
679,0.26,10.8,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5
680,0.43,13.3,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5
681,0.45,8,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6
682,0.46,8.5,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5
683,0.78,8.1,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
684,0.98,9.8,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5
685,0.78,8.1,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
686,0.65,7.1,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5
687,0.64,9.1,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5
688,0.66,7.7,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5
689,0.38,8.1,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5
690,1.185,7.4,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
691,0.92,9.2,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5
692,0.49,8.6,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5
693,0.48,9,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5
694,0.47,9,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5
695,0.47,5.1,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6
696,0.65,7,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
697,0.65,7,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
698,0.615,9.4,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5
699,0.38,11.8,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6
700,1.02,10.6,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6
701,0.65,7,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
702,0.64,7,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6
703,0.38,7.5,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4
704,0.765,9.1,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4
705,1.035,8.4,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5
706,0.78,7,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5
707,0.49,7.4,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5
708,0.545,7.8,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6
709,0.31,9.7,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6
710,1.025,10.6,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5
711,0.565,8.9,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5
712,0.69,8.7,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5
713,0.43,8,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5
714,0.74,9.9,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5
715,0.49,7.2,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6
716,0.43,8,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5
717,0.46,7.6,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5
718,0.56,8.4,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5
719,0.66,7.1,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5
720,0.56,8.4,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5
721,0.48,8.9,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5
722,0.42,7.6,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5
723,0.31,7.1,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5
724,1.115,7.5,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4
725,0.66,9,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5
726,0.72,8.1,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6
727,0.57,6.4,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5
728,0.57,6.4,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5
729,0.865,6.4,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6
730,0.55,9.5,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5
731,0.875,8.9,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5
732,0.835,7.3,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5
733,0.45,7,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5
734,0.56,7.7,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5
735,0.965,7.7,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5
736,0.965,7.7,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5
737,0.59,8.2,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6
738,0.46,9,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5
739,0.69,9,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5
740,0.76,8.3,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6
741,0.53,9.2,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5
742,0.615,6.5,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5
743,0.41,11.6,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5
744,0.39,11.1,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5
745,0.51,7.3,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6
746,0.34,8.2,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6
747,0.33,8.6,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5
748,0.5,7.2,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6
749,0.51,7.3,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6
750,0.65,8.3,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
751,0.65,8.3,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
752,0.54,7.6,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5
753,0.65,8.3,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
754,0.48,7.8,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6
755,0.91,7.8,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6
756,0.98,6.3,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6
757,0.87,8.1,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
758,0.87,8.1,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
759,0.42,8.8,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5
760,0.58,9,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5
761,0.655,9.3,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
762,0.7,8.8,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6
763,0.655,9.3,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
764,0.68,9.1,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6
765,0.67,9.2,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6
766,0.59,8.8,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5
767,0.6,7.5,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5
768,0.59,7.1,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
769,0.72,7.9,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5
770,0.59,7.1,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
771,0.685,9.4,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5
772,0.57,9.5,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5
773,0.4,7.9,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6
774,0.4,7.9,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6
775,1,7.2,0,3,0.102,7,16,0.99586,3.43,0.46,10,5
776,0.765,6.9,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6
777,0.635,6.9,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6
778,0.43,8.3,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5
779,0.52,7.1,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5
780,0.57,7,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6
781,0.46,6.5,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
782,0.82,9,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5
783,0.46,6.5,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
784,0.59,7.1,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5
785,0.35,9.9,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
786,0.35,9.9,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
787,0.56,10,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
788,0.56,10,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
789,0.63,8.6,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5
790,0.37,7.4,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6
791,0.64,8.8,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5
792,0.61,7.1,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6
793,0.6,7.7,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5
794,0.27,10.1,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6
795,0.89,10.8,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5
796,0.46,8.7,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5
797,0.37,9.3,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7
798,0.5,9.4,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6
799,0.5,9.4,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6
800,0.61,7.2,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5
801,0.55,8.6,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5
802,0.585,5.1,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7
803,0.56,7.7,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6
804,0.52,8.4,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6
805,0.28,8.2,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
806,0.25,8.4,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7
807,0.28,8.2,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
808,0.53,7.4,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5
809,0.48,7.6,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6
810,0.49,7.3,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5
811,0.5,12.9,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6
812,0.45,10.8,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
813,0.39,6.9,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4
814,0.41,12.6,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6
815,0.45,10.8,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
816,0.51,9.8,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6
817,0.29,10.8,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6
818,0.715,7.1,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5
819,0.66,9.1,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5
820,0.685,7,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5
821,0.42,4.9,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7
822,0.54,6.7,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
823,0.54,6.7,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
824,0.48,7.1,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5
825,0.46,7.1,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
826,0.27,7.5,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7
827,0.46,7.1,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
828,0.57,7.8,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8
829,0.61,5.9,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
830,0.685,7.5,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4
831,0.61,5.9,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
832,0.44,10.4,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
833,0.47,11.6,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4
834,0.685,8.8,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5
835,0.665,7.6,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5
836,0.28,6.7,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
837,0.28,6.7,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
838,0.31,10.1,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7
839,0.5,6,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5
840,0.42,11.1,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7
841,0.66,6.6,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5
842,0.5,10.6,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6
843,0.685,7.1,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5
844,0.25,9.9,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6
845,0.64,6.4,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
846,0.64,6.4,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
847,0.68,7.4,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6
848,0.64,6.4,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
849,0.63,6.4,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5
850,0.43,9.3,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
851,0.43,9.3,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
852,0.42,8,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5
853,0.36,9.3,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
854,0.36,9.3,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
855,0.735,7.6,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7
856,0.36,9.3,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
857,0.26,8.2,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7
858,0.28,11.7,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7
859,0.56,6.8,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
860,0.62,7.2,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5
861,1.01,5.8,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6
862,0.42,7.5,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5
863,0.62,7.2,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5
864,0.62,7.2,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5
865,0.635,7.2,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5
866,0.49,6.8,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6
867,0.51,6.9,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6
868,0.56,6.8,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
869,0.63,7.6,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6
870,0.715,7.7,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
871,0.56,6.9,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5
872,0.35,7.3,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4
873,0.21,9.1,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7
874,0.38,10.4,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
875,0.31,8.8,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7
876,0.47,7.1,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4
877,0.715,7.7,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
878,0.61,8.8,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
879,0.6,7.2,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
880,0.56,9.2,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5
881,0.715,7.6,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6
882,0.31,8.4,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6
883,0.6,7.2,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
884,0.61,8.8,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
885,0.75,8.9,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5
886,0.8,9,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6
887,0.52,10.7,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
888,0.57,6.8,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6
889,0.9,10.7,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5
890,0.34,7.2,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5
891,0.66,7.2,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
892,0.45,10.1,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6
893,0.66,7.2,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
894,0.63,7.2,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6
895,0.59,7.1,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
896,0.31,8.3,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
897,0.59,7.1,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
898,0.31,8.3,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
899,1.02,8.3,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
900,0.31,8.9,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5
901,0.635,7.4,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
902,0.635,7.4,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
903,0.59,6.8,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
904,0.59,6.8,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
905,0.58,9.2,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5
906,0.54,7.2,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5
907,0.56,6.1,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6
908,0.52,7.4,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6
909,0.305,7.3,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
910,0.38,9.3,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6
911,0.28,9.1,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6
912,0.46,10,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6
913,0.395,9.4,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7
914,0.305,7.3,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
915,0.315,8.6,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6
916,0.715,5.3,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5
917,0.41,6.8,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
918,0.36,8.4,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6
919,0.62,8.4,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
920,0.41,9.6,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5
921,0.36,8.4,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6
922,0.62,8.4,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
923,0.41,6.8,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
924,0.47,8.6,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5
925,0.22,8.6,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7
926,0.24,9.4,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6
927,0.67,8.4,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4
928,0.47,8.6,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5
929,0.33,8.7,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7
930,0.61,6.6,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
931,0.61,7.4,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
932,0.4,7.6,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6
933,0.61,7.4,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
934,0.61,6.6,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
935,0.3,8.8,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
936,0.3,8.8,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
937,0.63,12,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4
938,0.38,7.2,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7
939,0.46,6.2,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5
940,0.33,9.6,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7
941,0.27,9.9,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7
942,0.43,10.1,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7
943,0.5,9.8,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
944,0.3,8.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7
945,0.44,10.2,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7
946,0.44,10.2,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7
